day,nitrogen_dioxide,ozone,sulphur_dioxide
1.0,23.90625,73.24219,
2.0,61.2,56.07917,
3.0,56.61,68.65208,
4.0,22.75875,71.24649,
5.0,24.0975,67.25509,
6.0,32.895,68.25294,
7.0,11.8575,77.23359,
8.0,20.2725,72.24434,
9.0,34.61625,62.26584,
10.0,32.5125,65.8581,
11.0,21.8025,68.65208,
12.0,16.065,70.44821,
13.0,29.835,72.64348,
14.0,21.42,70.24864,
15.0,34.99875,73.04262,
16.0,68.27625,64.66068,
17.0,93.13875,3.9914,
18.0,72.10125,46.89895,
19.0,70.18875,43.10712,
20.0,64.06875,44.50411,
21.0,75.92625,42.50841,
22.0,105.1875,5.18882,
23.0,106.90875,30.33464,
24.0,73.24875,46.49981,
25.0,64.6425,40.51271,
26.0,28.87875,58.67358,
27.0,54.12375,57.07702,
28.0,62.73,49.8925,
29.0,43.03125,48.69508,
30.0,71.91,54.88175,
31.0,49.15125,55.8796,
32.0,29.4525,63.26369,
33.0,39.58875,62.86455,
34.0,56.61,63.66283,
35.0,58.71375,66.25724,
36.0,71.145,62.46541,
37.0,92.565,42.30884,
38.0,100.5975,39.11572,
39.0,88.3575,32.52991,
40.0,88.93125,60.27014,
41.0,72.86625,53.28519,
42.0,39.3975,54.28304,
43.0,25.81875,56.27874,
44.0,40.9275,52.48691,
45.0,88.54875,27.14152,
46.0,72.48375,74.43961,1.86263
47.0,35.19,63.8624,1.59654
48.0,26.01,63.26369,1.59654
49.0,26.58375,78.43101,1.33045
50.0,26.01,67.05552,1.33045
51.0,29.4525,67.8538,1.59654
52.0,32.895,54.08347,1.59654
53.0,41.50125,36.12217,1.86263
54.0,55.08,64.06197,1.59654
55.0,67.51125,65.45896,2.92699
56.0,24.0975,70.04907,1.33045
57.0,34.425,70.64778,1.33045
58.0,32.13,65.45896,1.06436
59.0,41.6925,67.65423,1.06436
60.0,29.835,65.25939,1.59654
61.0,32.895,66.65638,1.33045
62.0,30.79125,75.43746,1.33045
63.0,26.20125,79.02972,1.33045
64.0,34.99875,61.66713,1.33045
65.0,35.38125,57.07702,5.3218
66.0,68.85,59.871,3.72526
67.0,66.74625,48.09637,2.12872
68.0,53.74125,65.65853,3.99135
69.0,76.5,67.8538,2.39481
70.0,69.80625,72.84305,2.12872
71.0,21.61125,68.05337,1.59654
72.0,9.75375,79.42886,2.39481
73.0,27.1575,72.84305,2.12872
74.0,40.35375,62.46541,1.59654
75.0,17.02125,59.27229,1.33045
76.0,30.6,80.22714,1.06436
77.0,39.015,74.43961,1.06436
78.0,25.43625,79.42886,1.59654
79.0,20.84625,75.63703,1.33045
80.0,13.19625,86.21424,1.06436
81.0,12.24,93.19919,1.06436
82.0,13.3875,95.39446,1.06436
83.0,26.58375,89.20779,1.33045
84.0,21.0375,92.00177,1.33045
85.0,18.55125,91.40306,1.33045
86.0,28.87875,87.8108,1.06436
87.0,26.20125,89.20779,1.06436
88.0,25.6275,86.41381,0.79827
89.0,14.535,96.79145,0.79827
90.0,19.31625,93.99747,1.33045
91.0,13.77,70.24864,1.86263
92.0,11.8575,95.99317,1.33045
93.0,38.44125,83.42026,1.06436
94.0,50.1075,85.41596,2.92699
95.0,31.93875,91.40306,4.25744
96.0,43.2225,89.00822,3.72526
97.0,53.74125,92.99962,1.33045
98.0,43.2225,99.38586,1.06436
99.0,28.305,107.36866,1.59654
100.0,28.87875,90.60478,1.33045
101.0,39.97125,95.59403,1.59654
102.0,27.9225,101.7807,1.86263
103.0,17.40375,100.18414,1.59654
104.0,32.895,95.19489,1.59654
105.0,69.04125,101.38156,1.59654
106.0,42.4575,100.58328,1.06436
107.0,44.17875,99.785,2.12872
108.0,17.78625,90.40521,1.33045
109.0,21.8025,112.75705,1.06436
110.0,23.90625,112.75705,1.06436
111.0,68.085,91.8022,1.59654
112.0,67.12875,108.36651,3.72526
113.0,39.015,99.18629,1.33045
114.0,39.78,91.60263,1.33045
115.0,27.9225,97.39016,1.59654
116.0,39.015,95.19489,1.06436
117.0,40.9275,100.58328,1.33045
118.0,24.28875,74.63918,0.79827
119.0,40.35375,102.37941,1.06436
120.0,25.05375,108.76565,0.79827
121.0,18.36,96.79145,0.79827
122.0,21.22875,90.80435,0.79827
123.0,29.835,107.16909,1.33045
124.0,37.67625,101.58113,2.6609
125.0,15.10875,88.60908,1.06436
126.0,20.2725,74.04047,1.06436
127.0,52.4025,82.42241,0.79827
128.0,21.22875,79.828,0.79827
129.0,34.23375,70.84735,1.06436
130.0,28.11375,76.83445,1.06436
131.0,33.46875,84.01897,1.06436
132.0,17.40375,95.7936,0.53218
133.0,9.5625,96.19274,0.53218
134.0,15.3,100.98242,0.79827
135.0,35.955,91.40306,0.79827
136.0,42.26625,93.19919,1.06436
137.0,38.05875,93.59833,1.86263
138.0,27.9225,96.79145,1.06436
139.0,44.56125,97.19059,0.79827
140.0,11.28375,110.96092,0.79827
141.0,8.7975,103.37726,0.79827
142.0,14.72625,97.98887,1.06436
143.0,33.2775,90.40521,0.79827
144.0,38.44125,108.96522,1.06436
145.0,19.125,85.8151,1.06436
146.0,14.34375,98.58758,0.53218
147.0,29.64375,105.97167,0.79827
148.0,23.90625,101.98027,1.86263
149.0,8.22375,90.20564,0.53218
150.0,8.7975,93.59833,1.06436
151.0,10.90125,82.42241,0.53218
152.0,10.3275,105.7721,0.79827
153.0,10.3275,102.37941,0.79827
154.0,12.81375,108.56608,0.79827
155.0,21.22875,103.37726,0.79827
156.0,10.13625,87.8108,0.53218
157.0,10.13625,91.60263,0.53218
158.0,22.75875,111.95877,0.79827
159.0,19.89,106.76995,1.06436
160.0,19.31625,143.29126,1.86263
161.0,24.0975,187.5958,2.6609
162.0,51.6375,172.82762,2.6609
163.0,45.135,158.85772,1.33045
164.0,26.775,158.25901,3.19308
165.0,24.28875,165.84267,3.99135
166.0,25.245,150.27621,2.6609
167.0,36.14625,142.49298,1.86263
168.0,47.43,138.50158,3.19308
169.0,48.38625,119.94157,1.59654
170.0,10.3275,93.7979,1.06436
171.0,39.20625,89.8065,1.06436
172.0,14.9175,94.19704,1.06436
173.0,25.81875,86.61338,0.79827
174.0,33.66,,1.06436
175.0,16.83,,0.79827
176.0,16.065,,1.33045
177.0,11.0925,,2.12872
178.0,18.16875,,1.33045
179.0,22.75875,,0.79827
180.0,39.20625,83.42026,2.12872
181.0,24.8625,69.45036,1.06436
182.0,25.43625,83.02112,1.33045
183.0,11.475,83.22069,1.06436
184.0,14.72625,70.84735,1.59654
185.0,31.93875,67.8538,1.33045
186.0,36.14625,73.8409,1.33045
187.0,21.99375,92.40091,1.06436
188.0,46.09125,101.98027,2.6609
189.0,44.94375,86.81295,1.59654
190.0,15.49125,86.81295,1.06436
191.0,10.90125,80.42671,1.06436
192.0,9.18,81.8237,1.33045
193.0,14.1525,69.8495,1.33045
194.0,16.83,78.83015,1.33045
195.0,25.81875,65.65853,1.33045
196.0,4.2075,78.43101,1.33045
197.0,12.43125,78.23144,1.33045
198.0,36.72,70.44821,1.06436
199.0,28.49625,84.81725,1.33045
200.0,19.31625,78.63058,1.06436
201.0,22.95,87.61123,1.33045
202.0,24.8625,70.84735,2.12872
203.0,20.2725,64.66068,1.06436
204.0,7.65,76.83445,1.33045
205.0,16.4475,64.06197,1.33045
206.0,40.545,71.8452,5.58789
207.0,43.03125,72.44391,2.12872
208.0,12.81375,39.11572,1.33045
209.0,14.535,,1.59654
210.0,13.3875,,1.86263
211.0,10.13625,,1.33045
212.0,25.245,,1.33045
213.0,8.7975,81.22499,2.12872
214.0,19.89,61.26799,2.12872
215.0,13.96125,68.85165,1.59654
216.0,36.3375,58.07487,1.06436
217.0,18.36,,1.33045
218.0,36.14625,,1.06436
219.0,23.715,,1.06436
220.0,22.95,46.10067,1.33045
221.0,24.28875,84.81725,1.59654
222.0,22.95,94.39661,1.33045
223.0,7.45875,74.04047,1.33045
224.0,5.92875,73.8409,1.33045
225.0,5.54625,77.63273,1.59654
226.0,14.9175,65.8581,1.33045
227.0,25.81875,74.24004,1.59654
228.0,36.3375,103.7764,1.86263
229.0,14.9175,84.41811,1.33045
230.0,36.72,79.828,1.33045
231.0,16.4475,72.04477,1.59654
232.0,10.71,71.8452,1.33045
233.0,9.18,76.23574,1.06436
234.0,23.14125,83.02112,1.33045
235.0,25.43625,103.97597,1.59654
236.0,46.47375,78.03187,2.6609
237.0,12.81375,77.43316,1.59654
238.0,25.81875,66.85595,1.33045
239.0,20.08125,62.66498,1.06436
240.0,27.54,72.44391,1.06436
241.0,26.20125,69.45036,1.33045
242.0,30.2175,70.04907,2.6609
243.0,36.14625,66.65638,3.72526
244.0,37.8675,54.68218,1.59654
245.0,18.16875,82.02327,1.06436
246.0,28.49625,125.13039,1.06436
247.0,34.0425,105.37296,3.72526
248.0,45.135,120.54028,3.72526
249.0,48.96,148.87922,2.39481
250.0,80.89875,175.22246,3.99135
251.0,80.51625,154.46718,4.25744
252.0,75.54375,164.64525,2.92699
253.0,74.97,125.52953,2.92699
254.0,17.2125,85.01682,1.86263
255.0,22.95,68.25294,1.86263
256.0,33.46875,67.25509,1.33045
257.0,26.775,95.19489,1.06436
258.0,49.91625,96.59188,1.86263
259.0,39.58875,96.59188,1.86263
260.0,34.0425,89.00822,1.59654
261.0,17.2125,66.05767,1.33045
262.0,9.75375,64.06197,2.6609
263.0,13.005,74.63918,1.59654
264.0,53.35875,64.66068,1.86263
265.0,27.73125,53.8839,1.33045
266.0,19.69875,69.8495,1.33045
267.0,16.065,70.64778,0.79827
268.0,20.84625,79.22929,1.06436
269.0,25.6275,77.23359,1.06436
270.0,26.20125,69.8495,1.33045
271.0,15.49125,69.8495,1.33045
272.0,36.72,65.45896,1.33045
273.0,24.48,70.24864,1.33045
274.0,13.57875,67.8538,1.06436
275.0,37.29375,36.12217,1.33045
276.0,24.28875,60.86885,1.06436
277.0,31.365,62.46541,3.19308
278.0,25.245,67.05552,1.33045
279.0,20.08125,70.84735,1.06436
280.0,21.42,68.25294,1.06436
281.0,34.23375,80.62628,3.72526
282.0,68.085,49.49336,4.78962
283.0,37.8675,72.64348,2.12872
284.0,15.49125,70.04907,1.33045
285.0,34.425,44.30454,1.86263
286.0,15.10875,72.24434,1.59654
287.0,45.9,59.871,1.33045
288.0,52.97625,61.26799,2.6609
289.0,48.76875,49.69293,2.6609
290.0,37.29375,58.07487,2.12872
291.0,30.2175,55.28089,4.52353
292.0,32.32125,61.26799,2.12872
293.0,23.14125,60.07057,2.39481
294.0,19.125,53.68433,1.86263
295.0,40.9275,59.27229,1.86263
296.0,46.2825,36.32174,2.6609
297.0,59.2875,59.47186,3.45917
298.0,51.6375,50.49121,2.92699
299.0,49.15125,58.07487,3.45917
300.0,34.99875,64.46111,2.6609
301.0,24.0975,63.8624,1.86263
302.0,23.3325,67.8538,1.86263
303.0,48.00375,57.07702,2.6609
304.0,47.23875,49.49336,2.39481
305.0,23.3325,67.25509,1.59654
306.0,37.67625,78.63058,2.39481
307.0,49.91625,61.26799,1.86263
308.0,42.84,63.8624,2.12872
309.0,43.79625,53.48476,2.12872
310.0,31.55625,59.27229,1.59654
311.0,42.075,48.09637,1.33045
312.0,53.35875,59.07272,1.86263
313.0,29.64375,61.06842,1.59654
314.0,47.43,53.48476,2.12872
315.0,61.00875,49.49336,4.52353
316.0,52.97625,44.90325,2.6609
317.0,17.02125,68.65208,1.59654
318.0,34.0425,64.86025,2.12872
319.0,60.435,62.26584,1.33045
320.0,59.09625,15.36689,1.86263
321.0,60.62625,49.29379,2.6609
322.0,15.3,63.46326,1.33045
323.0,16.83,70.24864,1.33045
324.0,37.8675,60.07057,1.59654
325.0,20.84625,35.32389,1.06436
326.0,44.7525,22.15227,1.33045
327.0,41.88375,66.05767,1.33045
328.0,48.195,68.85165,1.33045
329.0,56.9925,55.28089,2.12872
330.0,50.29875,34.12647,2.39481
331.0,34.425,50.69078,1.59654
332.0,57.56625,51.68863,4.25744
333.0,58.905,36.92045,4.52353
334.0,42.26625,32.33034,1.06436
335.0,42.26625,23.34969,1.33045
336.0,54.88875,29.9355,3.19308
337.0,51.06375,49.09422,2.39481
338.0,36.14625,56.87745,1.33045
339.0,31.55625,39.51486,1.06436
340.0,55.845,35.9226,4.52353
341.0,29.07,53.08562,0.79827
342.0,48.00375,57.8753,1.33045
343.0,14.34375,71.44606,2.12872
344.0,21.42,72.44391,2.12872
345.0,59.09625,75.43746,2.12872
346.0,55.65375,54.08347,2.92699
347.0,30.02625,40.71228,0.79827
348.0,50.1075,33.12862,2.92699
349.0,52.785,27.9398,1.86263
350.0,25.245,55.68003,0.79827
351.0,13.005,69.64993,0.79827
352.0,16.83,73.24219,1.59654
353.0,45.5175,63.46326,1.86263
354.0,38.82375,57.47616,1.86263
355.0,33.46875,68.85165,3.72526
356.0,14.72625,69.05122,1.06436
357.0,14.535,72.44391,1.06436
358.0,10.90125,72.24434,1.59654
359.0,12.6225,67.45466,1.59654
360.0,58.71375,65.8581,1.59654
361.0,21.22875,73.44176,1.86263
362.0,9.18,77.63273,1.86263
363.0,16.83,67.65423,4.25744
364.0,14.535,72.04477,2.12872
365.0,12.81375,88.20994,2.12872
